epoch,train_loss,val_loss,val_auc,lr,time_s
1,0.287287,0.065469,0.516996,0.00050500,72.8
2,0.030200,0.029370,0.533198,0.00100000,72.8
3,0.028027,0.024583,0.820632,0.00099686,74.6
4,0.024027,0.020825,0.879346,0.00098747,74.7
5,0.021524,0.018697,0.903554,0.00097194,72.8
6,0.019820,0.016949,0.912784,0.00095049,72.2
7,0.018486,0.015952,0.923036,0.00092337,71.5
8,0.017482,0.015320,0.930389,0.00089093,71.7
9,0.016630,0.014897,0.934421,0.00085357,71.5
10,0.016023,0.014147,0.941524,0.00081176,71.5
11,0.015527,0.013871,0.942104,0.00076604,81.8
12,0.015044,0.013445,0.945081,0.00071697,73.0
13,0.014351,0.013117,0.951504,0.00066517,72.6
14,0.014005,0.012990,0.950639,0.00061130,72.6
15,0.013684,0.013013,0.950743,0.00055603,72.5
16,0.013200,0.012574,0.953516,0.00050005,72.9
17,0.012891,0.012713,0.954214,0.00044407,72.5
18,0.012399,0.012498,0.956041,0.00038880,72.5
19,0.012067,0.012248,0.957613,0.00033493,71.8
20,0.011771,0.012263,0.956076,0.00028313,71.8
21,0.011558,0.012202,0.958011,0.00023406,71.9
22,0.011343,0.012094,0.959647,0.00018834,71.8
23,0.010959,0.012061,0.958997,0.00014653,71.9
24,0.010878,0.012064,0.958559,0.00010917,71.3
25,0.010591,0.012064,0.959023,0.00007673,71.5
26,0.010510,0.012077,0.958051,0.00004961,71.3
27,0.010302,0.012014,0.958228,0.00002816,71.3
28,0.010250,0.012044,0.957839,0.00001263,71.4
29,0.010201,0.012031,0.958462,0.00000324,71.5
30,0.010294,0.012007,0.958401,0.00000010,71.3
