epoch,train_loss,val_loss,val_auc,lr,time_s
1,0.32713194645790233,0.04291935261708122,0.50893293796476,0.0001,142.5444257259369
2,0.030991182196885347,0.02661647600633604,0.7446379602404388,9.931874710496599e-05,141.79700326919556
3,0.02695379277632513,0.022662004716023133,0.8459223312447198,9.72935712229467e-05,141.21990489959717
4,0.023861044298370812,0.01996212560884856,0.8853802542564915,9.397971387276413e-05,140.44046354293823
5,0.02175829737124176,0.018294617550464364,0.9090471353222608,8.946756844434988e-05,140.6637487411499
6,0.020242576790461736,0.01702313910045468,0.9219908703676639,8.388021450270579e-05,139.7900607585907
7,0.019151890607391326,0.01634095670437222,0.9270102626718796,7.737006049821524e-05,140.40632438659668
8,0.01823348685079632,0.015554659509074848,0.9330627798268335,7.011468646141584e-05,142.42811918258667
9,0.017504459023601503,0.01503184711275337,0.9345724088190074,6.231200008268293e-05,142.05303382873535
10,0.016920017812669545,0.014703351928776986,0.9400322032734635,5.4174838306343024e-05,141.6562020778656
11,0.016183814312843187,0.014363163490653844,0.9443510896663637,4.592516169365702e-05,141.0539276599884
12,0.015735040639048896,0.01394769659702171,0.9452518352466752,3.778799991731711e-05,140.416184425354
13,0.015088793824779222,0.013920493226766854,0.9475701783472626,2.9985313538584183e-05,127.3455924987793
14,0.014809546813888996,0.013656754172532945,0.9487813225565231,2.272993950178477e-05,127.35245037078857
15,0.01441375436135442,0.01345118076062283,0.9510176003632661,1.6219785497294245e-05,127.3911771774292
16,0.014044448268717272,0.013350470901911592,0.9521630880347924,1.0632431555650149e-05,131.22018337249756
17,0.01389006236756875,0.013285867005653746,0.9523858618566735,6.120286127235877e-06,127.99505496025085
18,0.013682866579148214,0.01317199747086511,0.9532183133474265,2.806428777053295e-06,127.27476334571838
19,0.013579658357434915,0.01320862660167722,0.9532737796264308,7.812528950340201e-07,127.22184562683105
20,0.01348268299632043,0.013154514201052554,0.9534577172995711,1e-07,126.97639894485474
