epoch,train_loss,val_loss,val_auc,lr,time_s
1,0.32764152784387135,0.04223685035364585,0.5095402595157593,0.0001,142.72007632255554
2,0.03097887901664787,0.02667743638829068,0.7399337905175791,9.931874710496599e-05,141.4417746067047
3,0.02686956516878159,0.022679765952063037,0.8481361155785808,9.72935712229467e-05,140.70378470420837
4,0.0238179528104091,0.019678716564567777,0.8943649372883704,9.397971387276413e-05,140.35149431228638
5,0.021903838978048314,0.018201277922704682,0.9108046413799734,8.946756844434988e-05,140.14122653007507
6,0.020258778810022852,0.016919636595490818,0.9207016455503383,8.388021450270579e-05,139.49643754959106
7,0.019099958201131976,0.016239279730094446,0.9302653007151342,7.737006049821524e-05,140.52910351753235
8,0.018305802742975788,0.015401033307048114,0.9380268416676747,7.011468646141584e-05,141.47117805480957
9,0.017534739544472513,0.015014797029597265,0.9416347716404266,6.231200008268293e-05,141.76400542259216
10,0.016801030906798266,0.014630186350529527,0.9440120225948226,5.4174838306343024e-05,140.95101284980774
11,0.01631341587441663,0.014258816385188618,0.9465741969533382,4.592516169365702e-05,140.64385437965393
12,0.015751317839834605,0.014032762967519931,0.9485110478998607,3.778799991731711e-05,139.92922115325928
13,0.015175819435777763,0.013655348504717285,0.9483583295648796,2.9985313538584183e-05,139.9134123325348
14,0.01472133740589761,0.013526082538101857,0.950942201396781,2.272993950178477e-05,140.55352067947388
15,0.014418516304398476,0.013366156576520152,0.9518494091720324,1.6219785497294245e-05,141.74961185455322
16,0.014134880823402054,0.013262992166821752,0.9531259189191715,1.0632431555650149e-05,141.30516362190247
17,0.013840763437926668,0.01318010752013809,0.9535689998384086,6.120286127235877e-06,140.88628149032593
18,0.013478981806615551,0.013115021656057588,0.953900823481857,2.806428777053295e-06,140.14540719985962
19,0.013340077291637121,0.013072220755422168,0.95348133989718,7.812528950340201e-07,139.96590518951416
20,0.013386867536118606,0.013141318723592942,0.9536778364249485,1e-07,139.97291111946106
