epoch,train_loss,focal_val_loss,focal_val_auc,soundscape_val_loss,soundscape_val_auc,combined_val_loss,combined_val_auc,lr,time_s
1,0.06020019802596286,0.012649633738744472,0.9559529737495044,0.1305396556854248,0.7911327242734078,0.015512387219228242,0.9515419440352475,0.0001,84.51996946334839
2,0.018536609895359556,0.012830873597912225,0.9546897257972947,0.043656837195158005,0.8699368909442858,0.013464329335348387,0.9549045210623124,9.698764640825613e-05,83.75647401809692
3,0.010896234158510426,0.012884443962580658,0.9552196579925237,0.04850289846460024,0.8611408180997204,0.013653582390887957,0.9523452486002879,8.831391993379294e-05,83.9698691368103
4,0.00935008139129275,0.013048155363191784,0.9544667908567831,0.05080091208219528,0.8812774934809011,0.013875357803619025,0.9518192624961982,7.5025e-05,84.08232522010803
5,0.008732279008285873,0.012977260572370142,0.9540412736313648,0.0527939877162377,0.8695548575560855,0.013856286321881047,0.9507859777097185,5.8723726474463174e-05,84.15361595153809
6,0.008330620725393749,0.012914433199122348,0.953683198252519,0.05727808798352877,0.8590371566549974,0.013893238682373377,0.9484377440636789,4.137627352553683e-05,84.24760913848877
7,0.008129911215636073,0.012944004217778067,0.9544133197750451,0.05831404899557432,0.8716002363729208,0.013965751454969378,0.9492573256700794,2.5075000000000006e-05,84.1437075138092
8,0.007990637759002647,0.012914331027007262,0.9545092847191207,0.057902757078409195,0.8738107970477821,0.013922726159523191,0.9494593887537021,1.1786080066207052e-05,84.18876934051514
9,0.007861360630412746,0.013051620092093279,0.9547038036902782,0.05925968041022619,0.8740248086195972,0.014089686426399439,0.9497764114234137,3.112353591743879e-06,84.07197833061218
10,0.007843519724865636,0.013000294473645877,0.9541658867413992,0.059938677897055946,0.8701127634009072,0.014056730548761328,0.947970205195241,1e-07,84.25865530967712
