epoch,train_loss,val_loss,val_auc,lr,time_s
1,0.3263706640541755,0.04274498172370451,0.5061252001270196,0.0001,141.4410364627838
2,0.03089989594032837,0.026593156158924103,0.7399936474176922,9.931874710496599e-05,140.2538709640503
3,0.02694921543913986,0.022800162168485776,0.8303340967287155,9.72935712229467e-05,139.7804057598114
4,0.02400591193597663,0.02022151873513524,0.87580328305982,9.397971387276413e-05,139.97138047218323
5,0.021886196717418527,0.018381758143992295,0.8968052575847827,8.946756844434988e-05,140.07196378707886
6,0.020298754611799308,0.017161818362572894,0.9129599964428462,8.388021450270579e-05,141.5930745601654
7,0.019270305647640616,0.016354994000201777,0.9196189985767482,7.737006049821524e-05,141.75502967834473
8,0.01823436007268626,0.015434049211242902,0.9245490506669177,7.011468646141584e-05,141.2699236869812
9,0.017445531990462997,0.015196754518131326,0.9275213503028288,6.231200008268293e-05,140.49524116516113
10,0.01700157773060103,0.014630885270889848,0.9340850676716029,5.4174838306343024e-05,140.3200957775116
11,0.0162790043862654,0.014278644512939666,0.9372645466606029,4.592516169365702e-05,139.86321377754211
12,0.015650603109509224,0.01397608608073954,0.9376221224853928,3.778799991731711e-05,139.8234522342682
13,0.015297390453450315,0.013791796743004982,0.9391396286477238,2.9985313538584183e-05,140.9293155670166
14,0.014725526342764162,0.013662526912022648,0.9421173811288489,2.272993950178477e-05,141.63886427879333
15,0.01437096086305541,0.013377218656907124,0.9409686575921556,1.6219785497294245e-05,141.3011212348938
16,0.014113231249015173,0.013468802091665566,0.9416219671317692,1.0632431555650149e-05,140.8148500919342
17,0.013734734732540207,0.01331445635046943,0.9431841190908422,6.120286127235877e-06,140.36744666099548
18,0.01356646209810483,0.0131862280374792,0.9436690031977489,2.806428777053295e-06,140.22847867012024
19,0.01347230195470557,0.01318138387952266,0.944098137186348,7.812528950340201e-07,140.0771164894104
20,0.013431860299713843,0.01320038505946286,0.9439139771794257,1e-07,141.33265471458435
