epoch,train_loss,focal_val_loss,focal_val_auc,soundscape_val_loss,soundscape_val_auc,combined_val_loss,combined_val_auc,lr,time_s
1,0.13404431518351845,0.013045913641690277,0.9534045480157238,0.13528402894735336,0.7777184714229239,0.016026331522305936,0.9490410081954831,5.050000000000001e-05,84.66590929031372
2,0.06726417269952058,0.013241375756998812,0.9447980904423348,0.04479088013370832,0.8574192962492968,0.013876675540303583,0.9450484530204403,0.0001,84.02186465263367
3,0.053229817491326784,0.013034596550694135,0.9484596878873356,0.03983823830882708,0.8398750902732501,0.013564104224522516,0.9479925325508046,9.904022475614137e-05,83.95584058761597
4,0.04909776514479974,0.013056549035744476,0.9490005726182654,0.038324879482388496,0.8627348778635553,0.013545448573208168,0.9484114594137213,9.619778264893878e-05,84.06152772903442
5,0.047703006483094244,0.012961779423806417,0.9502475979374265,0.04401278868317604,0.8643604486200969,0.013576172098206976,0.9487871610538035,9.158190713451215e-05,84.07690572738647
6,0.04629212049012248,0.013001456974182344,0.9500164759534865,0.04127127553025881,0.85873491498223,0.013569639228782699,0.9482918784143876,8.536998372026805e-05,84.14290308952332
7,0.046349007281818774,0.012897931534098461,0.9501380864724618,0.041514416535695396,0.8730842976767523,0.013491180329175111,0.9487129925157274,7.780073313932913e-05,84.20414066314697
8,0.04534224715704719,0.012972272535470048,0.9500445657716927,0.04413392891486486,0.8736333410705701,0.013629569396327593,0.948222581499938,6.916503744663624e-05,84.32322549819946
9,0.04466824546909413,0.012944226461903392,0.9498831519704952,0.04230428611238798,0.856154645757968,0.013542345962936483,0.9483377621564842,5.9794761584705616e-05,84.137277841568
10,0.045172629015822266,0.012908608869890616,0.9502894384879731,0.045731632659832634,0.8687775366653949,0.013590991187620124,0.9485099676783018,5.0050000000000004e-05,84.22606587409973
11,0.0448192342327119,0.012994482853433251,0.9504228623939106,0.04487797866264979,0.8583912926054065,0.013654296161819315,0.9485340131647262,4.03052384152944e-05,84.30618929862976
12,0.044078684688822645,0.012919676834176894,0.9498565793333505,0.043719990799824394,0.8579725114241442,0.013554187290362295,0.9477839894064226,3.093496255336377e-05,84.37722897529602
13,0.044487721794326834,0.012842494651392502,0.9501023650685808,0.043552366395791374,0.8588892732976174,0.013491952095360478,0.9482413239661484,2.229926686067088e-05,84.32214665412903
14,0.04409595724900026,0.012849157393377806,0.9506233427990979,0.04484778642654419,0.8632478379662466,0.013527764350567994,0.948700695849306,1.4730016279731955e-05,84.29553651809692
15,0.04451656605637221,0.01287432318037775,0.9502103676531968,0.04380393773317337,0.8632014436011076,0.013532479167017237,0.9485486306555692,8.518092865487861e-06,84.37320923805237
16,0.04410364496236382,0.012823555987519544,0.9508458945503765,0.04467670495311419,0.862936581350236,0.013499834316398687,0.9491343754617817,3.902217351061227e-06,84.21517848968506
17,0.04411137115990592,0.012810576326696068,0.9504992563487923,0.04413934424519539,0.8598116705924728,0.013470670537157147,0.9486935865567366,1.05977524385864e-06,84.2524790763855
18,0.04382880545443612,0.012930445217144941,0.9499538676281595,0.04325959955652555,0.864057278393714,0.013571633215944626,0.9483917565646017,1e-07,84.44330787658691
