epoch,train_loss,focal_val_loss,focal_val_auc,soundscape_val_loss,soundscape_val_auc,combined_val_loss,combined_val_auc,lr,time_s
1,0.05134416110436055,0.012340369172864131,0.9592082327957843,0.2720438912510872,0.5783097022250986,0.017003843560814857,0.9481031100234298,0.0001,91.52040529251099
2,0.01868113446015831,0.012383421690010273,0.9598237727103692,0.10106621496379375,0.7920211610022454,0.013992232773288161,0.9614852249745505,9.797667403204415e-05,90.34711241722107
3,0.012119143750824806,0.012379940943205141,0.9602082680947436,0.10278681106865406,0.8245601381686727,0.014019070176687916,0.9620972364345566,9.207061396491751e-05,90.9062933921814
4,0.010919054819644336,0.01242554340897514,0.9599819986567435,0.09984325617551804,0.8540309020915731,0.014010345427302924,0.9619270972927902,8.276029366056701e-05,91.11475372314453
5,0.01015366793889133,0.012549636973621877,0.9586270875835347,0.09299850091338158,0.8762987702099716,0.014006499600786287,0.9619004843467792,7.079997989944426e-05,91.04593014717102
6,0.00972971976168353,0.012356000507737065,0.959536613504361,0.08835467882454395,0.8861803707973764,0.013732987670310302,0.9624369557912009,5.715862617175061e-05,91.11898183822632
7,0.009501300288074827,0.012503029476549174,0.960021206062945,0.0830151941627264,0.8955650421754621,0.013779055681574134,0.9631890331891535,4.294137382824943e-05,91.90138268470764
8,0.009215446293924574,0.012416304214983373,0.9601121669247058,0.07806916162371635,0.8935740102682136,0.01360335677400627,0.9634172706101227,2.930002010055579e-05,91.10816931724548
9,0.009131761815772299,0.012393299502798834,0.9588402842446649,0.07611536420881748,0.9057723043159739,0.013545582956939408,0.9635064198553798,1.733970633943302e-05,91.10368394851685
10,0.009104745899880858,0.012370052092985527,0.9591346012558847,0.07812466472387314,0.9025482670878948,0.01355851241346218,0.9635977290692648,8.029386035082507e-06,90.87059283256531
11,0.008954753080615774,0.012381025753613259,0.9598065275102415,0.07793408632278442,0.900706721509551,0.013565679513478437,0.9633042959777168,2.123325967955857e-06,91.43789601325989
12,0.009006136261149066,0.01234256829395219,0.9598855973155507,0.07571606524288654,0.9071891762520654,0.013487857041171693,0.9637276364507892,1e-07,91.2721951007843
