epoch,train_loss,focal_val_loss,focal_val_auc,soundscape_val_loss,soundscape_val_auc,combined_val_loss,combined_val_auc,lr,time_s
1,0.05284663751041768,0.012162748083937913,0.9549955685784403,0.18682232995827994,0.6693376937220776,0.016591876880020687,0.9489570514681993,0.0001,84.99509716033936
2,0.018267846942631744,0.012202606104048235,0.9543649801031583,0.05622175025443236,0.8926893864635375,0.013307751193152447,0.958324683901277,9.698764640825613e-05,84.16981840133667
3,0.010972376692587056,0.012288633542734064,0.9558114485616005,0.0629090964794159,0.9091330251809052,0.013545151150442268,0.9580437850020037,8.831391993379294e-05,86.72376251220703
4,0.00957061727384424,0.012175034170338352,0.9555416299450328,0.06842201575636864,0.9141906519432453,0.013573033535003401,0.9575171248889817,7.5025e-05,86.36266541481018
5,0.008992412809790153,0.012352638006892189,0.9543639359369127,0.07919397950172424,0.9141177919001744,0.01401833368244728,0.9540714444056764,5.8723726474463174e-05,85.87902092933655
6,0.008594431725083137,0.012145994208237556,0.9556901701873772,0.07686018074552219,0.9175060991867279,0.01375768523410028,0.956150671914239,4.137627352553683e-05,87.51038265228271
7,0.008296429075254547,0.01214195734272445,0.9560764570276544,0.08022790029644966,0.916394922833318,0.01383467595370715,0.9563478286530669,2.5075000000000006e-05,84.57937932014465
8,0.008237469656369859,0.012236611325144102,0.9560089771540901,0.08278230081001918,0.9146182037609158,0.013993005719640407,0.9547053163231977,1.1786080066207052e-05,84.42409420013428
9,0.008142332202935306,0.01216616275736929,0.955638920429135,0.08542671675483386,0.9178606503948676,0.013991554316721465,0.955828953449042,3.112353591743879e-06,84.36831307411194
10,0.008116645940898306,0.012209600376081653,0.9558377309123968,0.08501836160818736,0.9189369845620372,0.014018523598727035,0.9555958169868783,1e-07,84.45327854156494
