epoch,train_loss,focal_val_loss,focal_val_auc,soundscape_val_loss,soundscape_val_auc,combined_val_loss,combined_val_auc,lr,time_s
1,0.0444856224873162,0.012293312686017237,0.9596858291433062,0.21708447486162186,0.606501406818018,0.01597415503790289,0.9496270640385899,5e-05,178.74472308158875
2,0.014868284268871051,0.012007545025364772,0.9601371266954418,0.11487056687474251,0.8406757827647177,0.013874758809673048,0.9572396421991696,4.849533088860842e-05,178.04294323921204
3,0.00939872782721461,0.012095280943925047,0.9588841080829851,0.12676694989204407,0.8444018997030048,0.014174619809089772,0.9526231354034519,4.41628088558185e-05,178.09079885482788
4,0.008378212929332024,0.012035916823692419,0.9594077805094501,0.13140428066253662,0.824178821892215,0.01420024329532696,0.954088118093642,3.7525000000000004e-05,178.39455556869507
5,0.00797469751738423,0.01205572439777153,0.9591014488570707,0.1411299668252468,0.8065371795026315,0.014394807258406571,0.9498590276970227,2.9382522032789918e-05,178.4655637741089
6,0.007630696228122221,0.012198613830716224,0.9592977786369573,0.15294573828577995,0.8069950466552399,0.014748339500047464,0.9473837951038977,2.071747796721009e-05,178.41237592697144
7,0.0074147015848293535,0.012039921603056494,0.959340265661626,0.1579526849091053,0.8028820585204831,0.014682638141598585,0.9462492865869861,1.2575000000000008e-05,178.62389516830444
8,0.0073032638064359084,0.012094884338948104,0.9585176363640159,0.1544664390385151,0.8223937002274111,0.014673216383805317,0.9465550324140681,5.937191144181502e-06,178.4611041545868
9,0.007158365841327772,0.012051829145298348,0.9590419257396073,0.1588042788207531,0.8035194603435066,0.014708930057827878,0.9454860993010182,1.604669111391588e-06,178.57583928108215
10,0.007174672602428342,0.012028012496024908,0.9585517641340792,0.1594710759818554,0.8230171293119222,0.014698482089700688,0.9455669917046594,1e-07,178.57331919670105
