epoch,train_loss,val_loss,val_auc,lr,time_s
1,0.32746263367736395,0.04244580299460462,0.5171806143076256,0.0001,140.20113158226013
2,0.030809636991303246,0.02668307181115129,0.7467897917873905,9.931874710496599e-05,139.6604073047638
3,0.02666958199335715,0.02303133300405794,0.8404747609065348,9.72935712229467e-05,140.93808150291443
4,0.023752567041581414,0.020420518159101318,0.8815239342204407,9.397971387276413e-05,141.44903564453125
5,0.021614597573339403,0.018769065974213715,0.9012283831401241,8.946756844434988e-05,140.79671788215637
6,0.020203869710131002,0.017510504158313518,0.9088321385803043,8.388021450270579e-05,140.40534257888794
7,0.019099675985220988,0.016732763170564015,0.9229315131768628,7.737006049821524e-05,140.0401918888092
8,0.01814134975240843,0.016095706147357954,0.9236893941331956,7.011468646141584e-05,139.51305890083313
9,0.017613009962899325,0.015561394667851605,0.9352382979062485,6.231200008268293e-05,139.331928730011
10,0.01685370915770732,0.015258097543015279,0.9343398064541126,5.4174838306343024e-05,140.0350308418274
11,0.016203595277106575,0.014929092235563855,0.9369591637634856,4.592516169365702e-05,141.28216195106506
12,0.015660696609474316,0.0145423514664539,0.9393458127721437,3.778799991731711e-05,141.38479566574097
13,0.01494292271436771,0.014224708099001353,0.9395781709692068,2.9985313538584183e-05,140.66609811782837
14,0.014685163954545551,0.014054633078298398,0.9431015784215023,2.272993950178477e-05,140.26556873321533
15,0.014190533546089018,0.013978878385387361,0.9435088011453328,1.6219785497294245e-05,139.91372346878052
16,0.013955412023524577,0.013755975831632636,0.9450982519021419,1.0632431555650149e-05,139.49562811851501
17,0.013726075314643985,0.013808016139332071,0.9459045167038009,6.120286127235877e-06,139.73919486999512
18,0.013559153954276128,0.01367061680606899,0.945842738111676,2.806428777053295e-06,140.8562033176422
19,0.013453267997671926,0.01365053707767012,0.9467334985379174,7.812528950340201e-07,141.91557431221008
20,0.01336929395895552,0.013571235095566538,0.9469884233880239,1e-07,141.52223587036133
