epoch,train_loss,val_loss,val_auc,lr,time_s
1,0.288506,0.064447,0.503864,0.00050500,72.6
2,0.030133,0.029417,0.554981,0.00100000,71.0
3,0.028181,0.024448,0.813103,0.00099686,71.2
4,0.024106,0.020877,0.882979,0.00098747,71.3
5,0.021406,0.018622,0.904394,0.00097194,71.3
6,0.019802,0.016671,0.926789,0.00095049,71.2
7,0.018500,0.016000,0.931547,0.00092337,71.3
8,0.017498,0.015316,0.939968,0.00089093,71.1
9,0.016480,0.014420,0.944543,0.00085357,71.2
10,0.016073,0.013937,0.946043,0.00081176,72.5
11,0.015345,0.013657,0.948221,0.00076604,71.7
12,0.014722,0.013471,0.949349,0.00071697,71.7
13,0.014380,0.013110,0.951459,0.00066517,71.7
14,0.013927,0.013108,0.951963,0.00061130,71.7
15,0.013423,0.012752,0.954598,0.00055603,71.8
16,0.013050,0.012772,0.955216,0.00050005,71.6
17,0.012710,0.012577,0.957101,0.00044407,71.8
18,0.012430,0.012370,0.956692,0.00038880,71.3
19,0.012089,0.012479,0.956924,0.00033493,71.3
20,0.011755,0.012314,0.957571,0.00028313,71.3
21,0.011352,0.012085,0.959859,0.00023406,71.3
22,0.011216,0.012155,0.957190,0.00018834,71.2
23,0.010971,0.012328,0.957001,0.00014653,72.5
24,0.010733,0.012219,0.958013,0.00010917,72.4
25,0.010478,0.012090,0.958676,0.00007673,72.5
26,0.010409,0.012206,0.958808,0.00004961,71.8
27,0.010290,0.012159,0.958955,0.00002816,71.7
28,0.010246,0.012089,0.959064,0.00001263,71.4
29,0.010105,0.012145,0.958226,0.00000324,71.4
30,0.010269,0.012177,0.958932,0.00000010,71.3
