epoch,train_loss,val_loss,val_auc,lr,time_s
1,0.21928000187937607,0.03400887853266405,0.5066294661725561,0.0003,184.37915134429932
2,0.030250757303390954,0.025675010576378554,0.7544473214625388,0.00029795487744523817,189.10955691337585
3,0.02491309070699588,0.01994891295076481,0.8736875804315329,0.0002918752953930101,181.12934350967407
4,0.021173432155780762,0.01703991572555554,0.9156546703910106,0.00028192708899341297,170.26700091362
5,0.019075686952124374,0.015768417323540364,0.9246741420011916,0.0002683816193839892,170.19055080413818
6,0.01771148526306927,0.014876620453183673,0.9306941865675117,0.0002516083716652799,169.98637199401855
7,0.016746884352435265,0.014104540838161483,0.936519317035241,0.0002320648763104579,170.29217648506165
8,0.01566997664112195,0.013700886377981598,0.9427105282127275,0.00021028422892671277,170.15769696235657
9,0.014779115715567526,0.013196320193986009,0.9450067203591926,0.00018686054879676282,170.65565061569214
10,0.014022883030413944,0.012741570735150682,0.9495890588885171,0.00016243277285357625,170.40801239013672
11,0.013429861421894014,0.012544485993982692,0.9472739519941785,0.00013766722714642378,170.5237877368927
12,0.012769789851862131,0.012379871539971126,0.9480382298585032,0.00011323945120323721,170.8064489364624
13,0.012298393988801452,0.011995705245811093,0.9522169560684505,8.981577107328724e-05,170.59651827812195
14,0.011758990189887013,0.012080306237164353,0.9544357511178128,6.803512368954207e-05,170.88361024856567
15,0.011152599067196485,0.011993622669251636,0.9556789373439233,4.849162833472016e-05,170.79252886772156
16,0.010786476324790635,0.011886603793495201,0.9550540782807643,3.17183806160108e-05,170.5331118106842
17,0.010456566153480127,0.011858503429851095,0.9559588157064149,1.817291100658698e-05,170.84189534187317
18,0.010242179189787691,0.011833097453096084,0.9563165503825665,8.224704606989821e-06,170.70243978500366
19,0.010072092826138376,0.011824892998057683,0.9568831785821073,2.145122554761788e-06,170.85737895965576
20,0.009908937123868413,0.011770667512402204,0.9573785386921274,1e-07,170.71620416641235
