epoch,train_loss,focal_val_loss,focal_val_auc,soundscape_val_loss,soundscape_val_auc,combined_val_loss,combined_val_auc,lr,time_s
1,0.01616917634152111,0.013316491109435447,0.951659917337275,0.05167380596200625,0.8348953161016242,0.01425783580634743,0.9535303712234189,0.0001,426.1664044857025
2,0.013598163514649746,0.012647733828219185,0.953229678807359,0.045760938276847206,0.8350281428732991,0.013471921501485141,0.9530731868619231,9.797667403204415e-05,420.64414048194885
3,0.012737341293318381,0.012500155997778555,0.9521995948686067,0.042376287281513214,0.8460212314197768,0.013241975104616006,0.9519863348436426,9.207061396491751e-05,421.63044023513794
4,0.01209355173118597,0.012623680005032969,0.9510506531511056,0.04492341975371043,0.8425658615095687,0.01342824430882996,0.9514929758682911,8.276029366056701e-05,419.83897709846497
5,0.011850722535798611,0.01250170825265481,0.9518621332175038,0.04242868969837824,0.8444908235485893,0.013254312042702446,0.9526142320867708,7.079997989944426e-05,422.4752221107483
6,0.011744668041796398,0.012458632207458973,0.9513962135644654,0.04177741209665934,0.8385633998582969,0.013187791047241996,0.9517515214510808,5.715862617175061e-05,419.7272400856018
7,0.011496251407037448,0.012468484853993036,0.9516352960139779,0.04312534506122271,0.8411937388006264,0.013231801032497171,0.951750799344289,4.294137382824943e-05,419.6684377193451
8,0.01143752363288087,0.012398286113498866,0.9518752959687816,0.042121198028326035,0.8499731497582189,0.013139293237033774,0.9522434499433416,2.930002010055579e-05,419.98761343955994
9,0.011204438875555186,0.012471769553875285,0.9509157950518055,0.04322556654612223,0.8491191851864782,0.013239418797750483,0.9513463200394623,1.733970633943302e-05,419.8767681121826
10,0.011071155677331393,0.012403195536795206,0.9515613351950957,0.042666116108496986,0.8561664951524057,0.013162619891788876,0.9524680384040988,8.029386035082507e-06,419.660404920578
11,0.011202719703899813,0.01228208711836487,0.9517094076659871,0.04207309583822886,0.8639521259062602,0.013032783509085053,0.9528215356387268,2.123325967955857e-06,419.803386926651
12,0.01103557731619583,0.012369735108222812,0.952337685456363,0.04228814194599787,0.8544104761502462,0.01312018483632097,0.9532468799003294,1e-07,419.94998502731323
