epoch,train_loss,val_loss,val_auc,lr,time_s
1,0.09047525727425006,0.03124018305459538,0.5242037116850176,0.000505,75.09351372718811
2,0.02927872990174135,0.024784608358131337,0.8151993347935488,0.001,74.1734025478363
3,0.024377073016571434,0.019465733428594766,0.8958041954576724,0.0009968564193361268,74.32360696792603
4,0.02099902769718487,0.018153178086084826,0.9163351480094237,0.0009874652096953027,74.20281910896301
5,0.019368537151053345,0.016395764022662834,0.9325662261710057,0.0009719444709876682,74.28264117240906
6,0.018324430928112485,0.015622534109531221,0.9370068816251872,0.0009504893855078143,74.53039526939392
7,0.01753244049079414,0.014972228196088795,0.9426056730456863,0.0009233697634041805,74.5396716594696
8,0.01677918502628837,0.014307645178895007,0.9448718024644418,0.0008909266496598915,74.3101544380188
9,0.016120237079113385,0.014037609784150714,0.947204208110288,0.0008535680352542144,74.43408370018005
10,0.015602864376437087,0.013854436735782,0.9485742442720267,0.0008117637264392739,74.49366593360901
11,0.015225327784522763,0.013444782796877998,0.9496090179435406,0.0007660394366538426,74.43707704544067
12,0.014847705622102964,0.01341544584211734,0.9490527860433171,0.0007169701753718232,74.43187546730042
13,0.014146796054299082,0.013153815671365272,0.9516600119363452,0.0006651730170244859,74.4130175113678
14,0.013890432026069443,0.013013049385401312,0.9531372733610077,0.0006112993409314594,74.45214366912842
15,0.013492152394269602,0.012815036563420886,0.9515229908788018,0.0005560266398278487,74.40527629852295
16,0.0131714722620919,0.012647460785333638,0.9564034311939396,0.0005000500000000001,74.39698004722595
17,0.012758976380290414,0.012763471867016575,0.9555945052477487,0.00044407336017215156,74.13208746910095
18,0.012373973232136015,0.012453924830969389,0.9551654157838491,0.0003888006590685408,74.4778380393982
19,0.012078191605207787,0.012514333542738412,0.9569237170429084,0.00033492698297551434,74.36829614639282
20,0.011747359490097576,0.012381713912897819,0.9571700617817837,0.000283129824628177,74.37369656562805
21,0.011414896006179924,0.012541418987418618,0.9543712849006711,0.00023406056334615766,74.3482928276062
22,0.011314954345433361,0.012509785005235457,0.9561247565387179,0.0001883362735607263,74.37604761123657
23,0.010810545527665699,0.012400863910312051,0.95695748679829,0.00014653196474578568,74.44775748252869
24,0.010668632424402948,0.012352236865407176,0.9575770596749271,0.00010917335034010874,74.26184248924255
25,0.010594294922476684,0.0123035305364242,0.9569670605452286,7.67302365958194e-05,74.31223917007446
26,0.010299905180209526,0.012273984843747573,0.9582037371144333,4.961061449218563e-05,74.56335639953613
27,0.010281698693844347,0.012218691761026511,0.958113254862865,2.8155529012331642e-05,74.33917713165283
28,0.010222044986303526,0.01225246756278851,0.9585665129558639,1.2634790304697232e-05,74.36575031280518
29,0.010184154560504196,0.012165330534985473,0.9585195493299347,3.2435806638733613e-06,74.46753120422363
30,0.010024626264747165,0.01230060116194927,0.9581873709719352,1e-07,74.25469160079956
