epoch,train_loss,focal_val_loss,focal_val_auc,soundscape_val_loss,soundscape_val_auc,combined_val_loss,combined_val_auc,lr,time_s
1,0.058660051630189024,0.012790923239663243,0.9546930617874028,0.13191552460193634,0.7863652268273296,0.015693749546220426,0.950218711838633,0.0001,91.04513955116272
2,0.019532177727333865,0.012996184471246255,0.9527385019350411,0.04162859916687012,0.911324562060151,0.013579433095608755,0.9543730790049496,9.797667403204415e-05,90.14897966384888
3,0.01217831889280697,0.012895278776081145,0.9545298613398845,0.03840377119680246,0.9303299870269622,0.013414863360179751,0.9565921098571695,9.207061396491751e-05,89.95187282562256
4,0.010766508862132894,0.013009864663347668,0.9537651983019758,0.038683454195658364,0.9396140213640936,0.013533384041868868,0.9560608065124547,8.276029366056701e-05,90.69174790382385
5,0.01005227807783396,0.012969153091294825,0.9539433592776475,0.03539761031667391,0.9532485102496264,0.013421916114901634,0.9566014093796147,7.079997989944426e-05,90.62198758125305
6,0.009649367181810777,0.012857247190757854,0.9543811545621418,0.03545610109965006,0.9550843217454612,0.01332432111386177,0.9572987821558981,5.715862617175061e-05,91.22827553749084
7,0.009357019190714267,0.013031390026818761,0.9537006843499138,0.03688489769895872,0.9514997154355403,0.013524479278681898,0.9564143664096201,4.294137382824943e-05,90.85149693489075
8,0.00914352067991638,0.012826833309580772,0.9542804833228401,0.03687892357508341,0.9521184205664971,0.013329179141580601,0.9569883182342704,2.930002010055579e-05,90.65322422981262
9,0.008989598553287922,0.013094881413313228,0.9538962768464981,0.03770121745765209,0.9448298844972006,0.013609403496191493,0.9561141872480875,1.733970633943302e-05,90.22849941253662
10,0.008901983575301815,0.013036198432798431,0.9536488477948676,0.03674605550865332,0.9600235896153161,0.013529077058927598,0.9565629741268399,8.029386035082507e-06,91.0501229763031
11,0.008801719987647491,0.012944378967014407,0.9538563275096351,0.035597858329614006,0.9640618616258615,0.01340477806801924,0.956748768974279,2.123325967955857e-06,90.56988906860352
12,0.008876145526301116,0.012996131846323675,0.9538627105931912,0.03631787560880184,0.9606201222433836,0.013473576940636951,0.9567694852290306,1e-07,90.74693632125854
