epoch,train_loss,focal_val_loss,focal_val_auc,soundscape_val_loss,soundscape_val_auc,combined_val_loss,combined_val_auc,lr,time_s
1,0.12552425214131405,0.01259863996240604,0.9574520735634279,0.26780005544424057,0.5768341533750644,0.01717793582567731,0.9480016722010081,5.050000000000001e-05,85.50750589370728
2,0.06525018063440986,0.01296475470938661,0.9501678196566337,0.08690677210688591,0.7471407022554866,0.01429955326680061,0.9527597493705466,0.0001,84.49051904678345
3,0.05269374396349933,0.012508975958602654,0.9539228289168454,0.07440035231411457,0.7675136704626999,0.013627727091543178,0.956823296161377,9.904022475614137e-05,84.51515007019043
4,0.04940492267560986,0.012538285103735622,0.9538458802111709,0.07186110317707062,0.7649577318944641,0.013609750328206383,0.9569296534558407,9.619778264893878e-05,84.7345278263092
5,0.04807349598362438,0.012444648858126219,0.9547417384776004,0.07285345532000065,0.7639291439983809,0.013534094248197775,0.958261882082154,9.158190713451215e-05,84.86459112167358
6,0.046199904601635026,0.01243619415657343,0.955020722261965,0.07232057116925716,0.7655924873680747,0.01351621621329568,0.9590295266934298,8.536998372026805e-05,84.76911044120789
7,0.04614927150888016,0.012361658007107876,0.9540775513206657,0.07261363230645657,0.7863912974204217,0.013447637340070399,0.9589182684163322,7.780073313932913e-05,85.35470223426819
8,0.04573790200667137,0.012500283732037019,0.9541586919115309,0.07272622734308243,0.7812843469038487,0.013584930297251033,0.9590428472640699,6.916503744663624e-05,84.73779964447021
9,0.04521399230889238,0.01257254000803506,0.9527235781335803,0.06892004050314426,0.8273416507066909,0.013587903903088474,0.9585736600924826,5.9794761584705616e-05,84.90921473503113
10,0.045148151408595676,0.012475210514657938,0.9525504484957095,0.06878539174795151,0.8465195975426261,0.013489432167261839,0.9590160050717554,5.0050000000000004e-05,84.61013674736023
11,0.044825614329326795,0.012380455498927617,0.9527455623139242,0.06742456555366516,0.8802068485814599,0.01337209549542945,0.9591025713751208,4.03052384152944e-05,84.77834701538086
12,0.04449067047276945,0.012329787145964466,0.9528805157997583,0.06697627902030945,0.8845146989057335,0.013313880194374154,0.9599920447882119,3.093496255336377e-05,84.83769917488098
13,0.044582363815877483,0.012511581014673989,0.952890733014868,0.06681730411946774,0.877666426456376,0.013489917060772402,0.9597540198107235,2.229926686067088e-05,84.77933049201965
14,0.044893216733980154,0.012407841257381815,0.953545510847381,0.06585363112390041,0.8824029208413794,0.013370868292497059,0.9602563906983388,1.4730016279731955e-05,84.77921986579895
15,0.04459309540814846,0.012272792452996647,0.9549773512022801,0.06595003418624401,0.8752147504683684,0.013239948725970709,0.9608450065221128,8.518092865487861e-06,85.05739903450012
16,0.044039567252872766,0.012334281591245451,0.9543328963909969,0.06553393788635731,0.874069191726867,0.01329272555648885,0.9607759086468204,3.902217351061227e-06,84.9001693725586
17,0.04393765539652458,0.012326056393584958,0.9540010945778873,0.06521898694336414,0.8775582946857736,0.013279094744012156,0.9605085082099815,1.05977524385864e-06,85.27626132965088
18,0.0439680126885808,0.012318723960905461,0.9537476589000106,0.06603848189115524,0.8785927618173917,0.013286627870283823,0.9604583483441403,1e-07,86.20037126541138
