epoch,train_loss,val_loss,val_auc,lr,time_s
1,0.09071832077225318,0.03122405680987212,0.5246815218816333,0.000505,75.38942551612854
2,0.029223398257231525,0.0245423198065108,0.8111229682198825,0.001,74.57091212272644
3,0.024129303979796467,0.019789034467156942,0.8982245831430212,0.0009968564193361268,74.50339221954346
4,0.020945856129532463,0.017254623710303695,0.926683925752546,0.0009874652096953027,74.46034812927246
5,0.019417336260950244,0.0173454679137616,0.9262191132378511,0.0009719444709876682,74.65162801742554
6,0.018325482935619516,0.015870652077635668,0.9337816628579159,0.0009504893855078143,74.50847721099854
7,0.017514938653262146,0.015323066450487654,0.9369957062323485,0.0009233697634041805,74.6173768043518
8,0.016745935430171322,0.014854734121645624,0.9369766481077146,0.0008909266496598915,74.47562503814697
9,0.0161119597441693,0.014219724866855252,0.9434639475417351,0.0008535680352542144,74.48867797851562
10,0.015731112442088423,0.013933799791711944,0.9482267663241494,0.0008117637264392739,74.47463870048523
11,0.015167419840623666,0.013563707563187088,0.9500102038934598,0.0007660394366538426,74.53459620475769
12,0.014663110257478783,0.013257051352411509,0.9519426488833327,0.0007169701753718232,74.99010729789734
13,0.014279887941770826,0.013313010079064616,0.9525092460863845,0.0006651730170244859,74.96038460731506
14,0.01387224795961719,0.012875279608845443,0.9550930718516423,0.0006112993409314594,74.81402540206909
15,0.013516721334560094,0.012825498596538563,0.9550343311526804,0.0005560266398278487,75.08597326278687
16,0.013143268852234559,0.01265225664351706,0.9561807344892332,0.0005000500000000001,74.62052321434021
17,0.012662173672012883,0.012667767959437123,0.9569906259350175,0.00044407336017215156,74.64545369148254
18,0.012477303868755363,0.012453514654692766,0.958010785633225,0.0003888006590685408,74.42092776298523
19,0.01210539228375162,0.012308878115135001,0.9585371298804711,0.00033492698297551434,74.80363392829895
20,0.011657023015809623,0.01225541518195658,0.9601771765983113,0.000283129824628177,74.80385875701904
21,0.011458479189985172,0.011991181213677198,0.9623024636954741,0.00023406056334615766,74.76248359680176
22,0.011210372578142933,0.012163571082055569,0.9622837086613556,0.0001883362735607263,74.84688305854797
23,0.01102273091191409,0.012141562528438397,0.9610942483357751,0.00014653196474578568,74.78455066680908
24,0.010671213313807137,0.011990649218729756,0.9616991174477695,0.00010917335034010874,74.84866738319397
25,0.010514048932367718,0.012185153694034697,0.9622406676450006,7.67302365958194e-05,74.84309005737305
26,0.010352641518693417,0.012207649425846769,0.962244569666039,4.961061449218563e-05,74.80022048950195
27,0.010270605286948281,0.012138865745483755,0.9627486114630451,2.8155529012331642e-05,74.97603154182434
28,0.010190054862906837,0.012146791690742379,0.9627573358479723,1.2634790304697232e-05,74.66505908966064
29,0.010128913128954099,0.012120252705875549,0.9622783896647431,3.2435806638733613e-06,74.6044557094574
30,0.010104857391451259,0.012089173045210741,0.9623139671027428,1e-07,74.52928590774536
