epoch,train_loss,val_loss,val_auc,lr,time_s
1,0.326514021107541,0.04316463161792074,0.5204108751033562,0.0001,130.7440218925476
2,0.030941485496539925,0.026752940304244736,0.7379990789869249,9.931874710496599e-05,137.04033541679382
3,0.0267148869456136,0.02261746470217726,0.8450166008098011,9.72935712229467e-05,137.48605847358704
4,0.023645226520628813,0.019940656189906543,0.8773982628582978,9.397971387276413e-05,138.02000856399536
5,0.021764847261176723,0.01848604086470524,0.8989994665964958,8.946756844434988e-05,138.50487065315247
6,0.020186796469764935,0.017553140068360205,0.9105252243227719,8.388021450270579e-05,139.13770985603333
7,0.01909804099180677,0.016405782404555275,0.9134170637082639,7.737006049821524e-05,140.03040862083435
8,0.0183780612266698,0.01600536354401681,0.9153850551627462,7.011468646141584e-05,140.4751853942871
9,0.017465691672646447,0.015205311522419964,0.9212786768670771,6.231200008268293e-05,140.29119205474854
10,0.01678623792270685,0.014911927361806323,0.9222203611265621,5.4174838306343024e-05,139.6722640991211
11,0.016077056951896363,0.014557598096351805,0.9258238198265512,4.592516169365702e-05,139.66460919380188
12,0.01565304472895658,0.01424161963638783,0.9308284925860374,3.778799991731711e-05,139.26470756530762
13,0.01516279281244974,0.013860524016698557,0.9290876467671594,2.9985313538584183e-05,139.13720560073853
14,0.014651568600203137,0.01390152603354571,0.9328931740876174,2.272993950178477e-05,138.92133975028992
15,0.014461898976970498,0.013591276408988051,0.9334328537909264,1.6219785497294245e-05,139.61211395263672
16,0.013983445979868742,0.013529876617082794,0.9350595560616711,1.0632431555650149e-05,140.69694256782532
17,0.013770818354788463,0.01345257784331417,0.9352325405742211,6.120286127235877e-06,141.07829594612122
18,0.013632121908600098,0.013396673395098853,0.9361532473272824,2.806428777053295e-06,140.20853304862976
19,0.013646037842730177,0.013302893184507931,0.9356488503610051,7.812528950340201e-07,139.92073225975037
20,0.013352299534384295,0.01339040937766965,0.9352369527848325,1e-07,139.46662735939026
