epoch,train_loss,val_loss,val_auc,lr,time_s
1,0.22164417103117517,0.034086300781718246,0.5081761119018943,0.0003,171.16261625289917
2,0.03029362010131884,0.026118668635283504,0.7505023991709544,0.00029795487744523817,170.55778169631958
3,0.0251503619061246,0.019842696879562492,0.8831374806505845,0.0002918752953930101,170.9791944026947
4,0.021216066401065874,0.0172465630421029,0.9129855164407175,0.00028192708899341297,170.7482602596283
5,0.01910268646971163,0.015643981096611637,0.9310555689412205,0.0002683816193839892,170.79879999160767
6,0.017754995234746922,0.014812004513333778,0.9368527660771647,0.0002516083716652799,170.66320729255676
7,0.016677000933234487,0.01414284414217413,0.9444646850521059,0.0002320648763104579,170.75616455078125
8,0.01564470125332911,0.01349475858565252,0.9501013442367932,0.00021028422892671277,170.78922295570374
9,0.014919030181182598,0.01300950571559034,0.952081119591429,0.00018686054879676282,170.9761459827423
10,0.014105173335452605,0.012872527924005513,0.9508797677594524,0.00016243277285357625,170.54444360733032
11,0.013447724369266448,0.012569557875394821,0.952161446097,0.00013766722714642378,170.1205859184265
12,0.01282452095010494,0.01225698287892449,0.9553597163824432,0.00011323945120323721,171.2594861984253
13,0.012201438264644428,0.012135281365968892,0.956792531895862,8.981577107328724e-05,171.8534379005432
14,0.011561473129371702,0.012107858740565207,0.9556391654910137,6.803512368954207e-05,171.90550017356873
15,0.011191460530500155,0.012043066650024942,0.957051038947955,4.849162833472016e-05,172.15016436576843
16,0.010761621120272557,0.012017449607384635,0.9575420350968586,3.17183806160108e-05,172.09295463562012
17,0.010439742501795728,0.012060478090535145,0.9573344331078192,1.817291100658698e-05,172.43787479400635
18,0.01027848906888467,0.011977173278930489,0.9566127059797898,8.224704606989821e-06,172.63136887550354
19,0.010073261979709354,0.011955639578167114,0.9566449875630996,2.145122554761788e-06,172.97345638275146
20,0.009958760333058701,0.01198670023901237,0.9567535907186386,1e-07,173.0764012336731
